Ian Barbosa,5.4,9.5,8.3
Marina Martins,5.4,9.4,5.7
Joaquim Caldeira,5.3,6.5,5.5
Bruna Gonçalves,6.5,8.0,7.9
Sabrina da Rocha,5.7,8.1,5.6
Lara da Rosa,6.6,6.6,7.9
Sofia das Neves,8.3,7.4,8.6
Vitor Gabriel Dias,6.6,7.0,8.9
Benjamin Vieira,6.3,9.7,8.3
Guilherme Moura,8.2,9.1,9.4
Luiz Otávio Farias,9.4,6.6,6.5
Kamilly Nogueira,7.7,6.4,5.8
Eloah da Rocha,9.7,9.5,9.1
Kevin Correia,9.7,9.2,5.9
Thomas Moraes,7.4,7.6,5.8
Emanuelly da Luz,7.0,7.0,5.5
Luiz Miguel Lopes,9.1,5.3,5.9
Ana Vitória Rocha,5.9,9.5,7.2
Arthur Nunes,5.4,6.7,8.3
Benício Nunes,8.6,8.8,9.9
Ryan Peixoto,7.7,5.7,8.7
Ana Sophia Silveira,9.6,7.6,5.7
Yasmin Monteiro,8.1,8.2,5.2
Ana Sophia Alves,9.7,6.5,9.0
Maria Sophia Castro,9.7,6.7,6.9
Laura Mendes,7.9,6.1,6.2
Davi Lucas Novaes,9.3,8.2,8.3
Diogo da Mota,9.5,6.6,9.9
Leandro Rodrigues,6.7,7.4,9.4
Yuri Barbosa,8.7,7.1,9.6
Antônio da Paz,10.0,6.5,9.0
Sabrina Cunha,8.1,6.4,7.6
Eloah Santos,6.2,9.2,5.6
João Guilherme Cunha,8.5,9.4,8.0
Maria Clara Jesus,5.3,5.7,9.8
Luiz Miguel Peixoto,9.1,9.8,5.6
Esther Pereira,9.1,8.0,6.3
Gustavo Henrique Fernandes,8.4,8.9,9.2
Luiz Miguel Monteiro,6.1,5.2,5.1
Emanuella Ribeiro,9.5,9.9,6.8
Enzo Duarte,9.0,5.6,8.2
Laís Castro,9.6,5.4,7.5
Clara Carvalho,8.9,7.3,6.1
Davi Luiz Pires,8.6,7.9,7.5
Isaac Fogaça,9.6,9.8,9.4
Larissa Pinto,7.3,9.2,7.9
Thomas Novaes,7.2,9.6,7.2
Eloah Monteiro,7.6,9.8,8.1
Augusto Martins,9.4,5.3,7.2
André Ribeiro,8.4,9.6,6.7
Vitor Gabriel Correia,8.0,9.7,9.0
Evelyn Ramos,7.1,5.4,9.8
Daniela Silveira,9.9,7.5,6.8
Emanuella Oliveira,6.3,5.0,6.6
Luigi Gomes,5.5,5.3,5.9
Manuela Rezende,5.3,5.1,5.7
Ana Julia Moraes,8.7,8.4,8.2
Caroline Mendes,8.4,8.5,8.6
Emanuel Sales,6.6,9.3,9.5
Caio Silveira,5.2,6.5,6.4
Alexandre Sales,8.2,7.6,6.7
Anthony Monteiro,9.1,5.8,8.5
Ana Júlia da Cunha,7.0,8.4,8.6
Ana Vitória Pinto,7.9,7.7,5.7
Maria Cecília Ribeiro,7.0,6.1,9.1
Pietra da Mota,6.1,9.2,5.5
Levi Vieira,9.5,8.6,8.9
Alice Monteiro,6.0,7.3,5.8
Isabella da Rosa,5.9,5.5,5.9
Maria Rocha,8.1,5.4,5.6
Raul Rodrigues,6.9,6.0,8.2
João Vitor Pereira,8.5,9.5,5.2
Maria Sophia Souza,8.6,9.8,7.1
Maitê Melo,8.6,6.7,6.4
Maria Fernanda Caldeira,6.7,7.3,5.9
Kaique da Conceição,6.1,6.5,8.2
Luiz Felipe Ribeiro,5.4,9.4,6.9
Maria Sophia Monteiro,6.3,5.2,9.1
Carolina Costa,5.6,7.6,7.8
Kaique Correia,6.4,9.4,7.0
Daniela Almeida,5.1,9.0,7.4
Sophie Duarte,9.0,8.0,6.4
Bruna Silveira,6.4,7.6,7.4
Maria Julia Moreira,7.5,5.6,7.8
Amanda Dias,7.3,9.4,6.0
Raul Gomes,7.2,5.5,6.8
Vitor Hugo Rocha,5.1,9.9,8.5
Yago da Rocha,6.6,6.0,9.1
Larissa Duarte,7.4,8.6,6.7
Fernando Pinto,5.3,5.6,7.9
Arthur Gomes,7.6,9.1,9.4
Isis Moura,9.6,5.2,7.4
Rodrigo Moraes,7.4,6.9,7.0
Leonardo Moura,7.7,9.0,7.8
Benjamin Novaes,5.7,6.5,6.0
Alícia Ramos,6.6,8.3,9.0
Kaique da Paz,5.1,6.1,8.4
Marcos Vinicius da Costa,5.7,6.1,7.2
Isabel Oliveira,9.8,6.2,5.6
Eduarda Caldeira,7.9,6.0,5.2
Ana Vitória Monteiro,8.4,8.9,5.2
Ana Sophia Cardoso,8.7,9.5,5.1
Calebe Araújo,8.2,9.2,9.5
Ana Sophia Almeida,5.1,9.7,8.1
Alexandre Gonçalves,8.8,7.1,9.9
Ana Clara Alves,6.3,6.0,8.8
Luiz Miguel Teixeira,7.3,9.5,8.4
Mariane Vieira,6.9,6.7,5.9
Caroline Farias,9.1,9.5,9.8
Laura Cavalcanti,7.1,7.6,7.8
Rebeca Novaes,8.5,9.5,7.4
Caio Ribeiro,6.6,8.0,9.0
Luiz Fernando Viana,5.8,5.1,6.8
Caio Costela,7.1,5.2,9.6
Sophie Pereira,9.0,5.1,8.9
Natália Correia,7.9,6.4,7.4
Mirella Carvalho,7.0,10.0,8.7
Ryan Ribeiro,5.2,7.9,7.2
Diogo Barros,5.2,5.7,9.3
Rodrigo Santos,9.9,9.9,9.9
Elisa Farias,5.4,8.2,9.3
Luiz Gustavo Rocha,6.5,9.2,8.6
Enzo Costela,8.1,9.1,9.5
Olivia Mendes,6.9,7.0,7.3
Luana Dias,5.4,7.7,7.2
Leandro Ribeiro,8.3,7.4,9.7
Maria Fernanda da Luz,8.4,6.9,6.4
Isabelly Moura,6.4,5.9,5.3
Paulo Correia,9.7,9.8,7.5
Ana Carolina da Rocha,8.5,6.6,5.6
João Felipe Monteiro,9.1,7.8,5.5
Vitor da Rosa,7.9,6.9,7.9
Gabriel Oliveira,7.9,8.0,9.0
Samuel Ferreira,7.5,9.5,7.2
Joaquim Freitas,7.1,5.1,6.1
Stella Nascimento,8.5,5.8,9.8
Sophia Oliveira,7.0,9.0,7.9
Ana Beatriz Costa,7.5,7.8,9.0
Rodrigo Mendes,8.5,8.9,5.3
Nina da Cunha,9.4,8.9,5.5
Bruna Santos,5.4,5.7,9.0
Beatriz Castro,8.6,6.0,5.6
André Oliveira,6.7,9.4,9.5
Luna Oliveira,7.7,5.1,9.6
Joana Silveira,5.1,7.8,9.2
Diego Rodrigues,9.1,7.0,9.5
Ana Júlia Porto,6.2,6.0,9.7
Marcela Correia,5.8,9.2,5.4
Pedro Miguel Cunha,9.0,5.6,5.7
Levi Pires,8.7,6.5,5.7
Bianca Costela,5.4,5.4,8.4
Ana Carolina Moreira,8.0,8.9,8.2
Danilo Aragão,8.5,6.0,6.1
Benjamin das Neves,9.2,8.9,9.8
Diogo Pereira,7.3,8.6,7.1
Clara Alves,7.0,8.1,6.9
Ian Gomes,9.1,9.5,5.3
Nathan Moraes,5.5,7.6,7.6
Guilherme da Mota,6.8,5.2,8.4
Marcela Sales,5.5,8.0,6.9
Enzo Gabriel Farias,7.7,5.1,5.7
Stephany Souza,9.0,7.7,5.7
Ana Júlia Costa,9.7,7.8,7.8
Rafael Teixeira,6.7,6.7,9.8
Pedro Miguel Costela,5.1,8.4,9.5
Paulo Cardoso,7.3,5.3,8.6
Rafael Peixoto,6.8,8.5,8.2
Maria Sophia da Mata,6.0,5.6,6.2
Daniela Cardoso,9.3,9.8,9.4
Luiz Gustavo Azevedo,7.4,6.1,7.4
Bernardo Duarte,5.5,5.4,6.6
Luiza Novaes,9.8,7.1,9.0
Eduarda Campos,5.2,5.5,5.1
Erick Silva,9.9,7.1,6.7
João Vitor Moreira,9.3,6.3,8.9
Luana da Cruz,7.1,6.6,7.7
Joana Caldeira,9.3,5.5,5.6
Maria Clara Monteiro,6.0,5.5,9.2
Paulo Monteiro,6.6,8.6,7.4
Manuela Caldeira,8.3,7.9,8.7
João Felipe da Mata,10.0,8.9,5.7
Francisco Campos,6.4,6.2,9.5
Agatha Alves,7.5,7.4,7.0
Alexia Jesus,8.0,7.2,8.3
Benício Moura,6.1,8.3,8.3
Lucas Gabriel Ribeiro,5.7,5.6,6.6
Luigi Lima,5.1,9.2,7.0
André da Rosa,5.7,8.0,8.7
Lorenzo Moraes,8.9,5.3,8.1
Eduardo da Cruz,10.0,8.9,6.4
Melissa Martins,6.4,8.6,9.1
Elisa Viana,5.4,6.2,6.4
Mariana Cavalcanti,8.2,9.7,7.1
Carlos Eduardo da Paz,9.4,8.0,9.3
Juan Silva,7.3,8.2,6.9
Vitória Novaes,6.2,6.5,6.5
Maria Julia Moreira,9.9,5.3,6.0
Lucas Melo,7.2,8.3,5.2
João Felipe Alves,7.9,9.3,6.2
Milena Caldeira,7.0,5.8,8.1
Olivia Ribeiro,6.7,7.7,7.3
Larissa Nascimento,9.2,6.0,5.4
Igor Aragão,8.8,5.9,8.6
Kevin Moura,9.0,8.6,8.6
Maysa da Rosa,7.9,8.5,6.9
Paulo das Neves,8.9,8.8,9.3
Isabelly Alves,7.8,8.6,5.3
Maria Eduarda Carvalho,6.5,5.7,8.6
Júlia Pereira,7.8,7.4,8.6
Bruno Freitas,6.2,7.6,9.6
Pedro Miguel Farias,9.6,9.3,9.5
Ana Clara Correia,7.3,8.3,6.6
Lucas Costela,6.8,7.2,6.2
Rodrigo da Luz,6.2,6.3,6.6
Sarah da Luz,6.9,7.3,7.0
Isadora da Cruz,7.8,6.3,8.3
Alana da Mota,9.6,6.7,9.9
Maria Alice Peixoto,8.5,8.7,9.6
Nicole Carvalho,8.7,6.4,6.2
Evelyn Cardoso,9.6,9.2,6.4
João Vitor Barbosa,9.4,8.4,8.3
Ana Julia Pinto,5.7,6.0,6.3
Manuela da Rocha,7.6,9.8,5.8
Gustavo Cavalcanti,7.6,7.6,9.9
Natália Nascimento,9.1,8.2,8.3
Davi Duarte,5.0,7.1,5.1
Isadora da Paz,7.1,6.4,7.7
Mirella Porto,7.4,5.6,9.7
João Gabriel Silveira,6.5,5.3,9.7
Maitê Nascimento,6.3,6.0,9.8
Stella da Mata,7.3,6.4,6.3
Luiz Fernando Moreira,6.0,10.0,5.2
Alana Dias,6.8,9.8,5.1
Vitor Gabriel Nogueira,8.3,8.5,8.5
Daniela Souza,5.1,9.3,8.8
Isabelly Pinto,5.0,8.5,6.3
Alexandre Pereira,9.2,6.8,7.2
Diogo Cardoso,5.6,5.9,9.1
João Guilherme Carvalho,6.4,9.3,6.9
Gustavo Henrique Cunha,9.2,8.7,7.1
Noah Duarte,7.8,9.9,8.7
Pedro Lucas Freitas,6.3,9.0,9.6
Maria Clara Pinto,5.1,7.2,8.7
Laura da Conceição,8.3,8.7,8.9
Sarah Ribeiro,5.4,6.1,9.7
Juliana Nogueira,8.1,7.8,9.8
Bruno Ferreira,9.3,7.8,5.5
Nathan Almeida,5.2,6.9,7.2
Maria Luiza Pinto,8.1,6.4,6.3
Maria Julia Novaes,5.5,9.1,5.7
Maria Luiza Oliveira,8.1,5.6,9.8
Yuri Gonçalves,8.4,5.5,7.9
Manuela Campos,6.3,8.3,5.4
João Miguel Novaes,8.5,6.3,9.4
Emanuelly Campos,5.6,8.6,7.1
Gustavo Henrique Melo,8.9,6.9,6.9
Isadora Costela,9.0,9.4,5.5
Ana Carolina Moraes,9.5,8.8,8.0
Ana Laura Fogaça,10.0,7.6,6.3
Alexandre da Rosa,7.4,9.4,6.7
Cecília Jesus,9.4,8.9,7.4
Leonardo Barros,8.9,5.0,7.9
Lucas Gabriel Viana,5.3,7.0,5.7
Julia da Cunha,7.5,6.0,6.1
Sabrina da Conceição,6.2,8.0,8.2
Thiago Azevedo,5.6,9.5,10.0
Maria Cecília Jesus,7.4,5.1,9.0
Sophie Novaes,9.2,7.9,8.4
Ana Julia Freitas,8.9,10.0,6.8
Luiza Teixeira,8.9,8.9,6.4
Luiz Miguel Cunha,8.6,7.8,5.3
Gabriela Silveira,5.9,8.4,9.4
Samuel Costa,9.5,7.6,6.8
Carolina Melo,8.6,8.8,9.7
João Vitor Ferreira,9.6,6.1,5.5
Pedro Miguel Duarte,7.1,7.8,8.8
Pietro Araújo,9.9,5.4,7.2
Davi Lucas Pires,5.9,5.9,5.0
Yago da Cunha,9.5,7.8,8.2
Gabriel Barbosa,9.2,6.5,6.4
Pietra Rocha,5.0,8.7,8.7
Raul Correia,7.2,8.2,6.0
Nicolas Carvalho,6.9,9.1,9.2
Vitor Gabriel Ramos,9.6,9.7,9.1
Stella Nascimento,7.3,6.3,9.2
Lucas Sales,9.9,9.4,6.8
Emilly Duarte,8.6,5.8,8.9
Theo Moraes,6.3,8.3,8.1
Lucca da Cruz,5.7,9.4,5.1
Ana Carolina da Rocha,5.5,9.6,5.1
Beatriz Nogueira,6.8,7.8,9.9
Maria Julia Cunha,6.4,6.8,9.9
Olivia Barros,8.5,7.4,9.2
Bianca Nunes,8.6,8.4,5.3
João Guilherme Lima,6.1,7.6,9.8
Enzo Porto,9.4,5.4,8.2
Emanuelly Monteiro,6.2,9.4,7.1
Juliana Viana,6.1,9.7,5.5
Vitor Hugo Duarte,6.5,9.7,5.8
Larissa da Mota,8.3,5.6,9.1
Mariana Oliveira,6.7,7.9,6.5
Daniel Duarte,8.1,6.6,6.1
Ana Lívia Pinto,9.7,5.4,6.2
Yasmin Peixoto,8.5,5.2,5.2
Carlos Eduardo da Mota,9.6,6.8,8.0
Luiz Felipe Moraes,5.7,8.2,5.7
Calebe da Conceição,7.3,9.7,9.0
Augusto Pinto,7.9,9.7,6.6
Cecília Campos,8.9,5.2,5.4
Igor Moreira,8.1,5.9,8.8
Maria Clara Fogaça,5.4,6.3,9.6
Ana Vitória Cavalcanti,9.4,6.2,5.2
Felipe Peixoto,9.8,5.5,5.1
Joaquim Fernandes,8.4,5.1,5.7
Maria Luiza Azevedo,8.4,8.6,7.9
Gabriel Moraes,8.8,7.6,8.1
Diego Ramos,9.9,5.9,7.1
Julia Ferreira,6.3,8.1,7.1
Eduardo Alves,8.9,7.0,7.2
Ana Clara da Paz,7.1,7.0,8.2
Davi Luiz Cardoso,8.3,6.9,8.3
Maria Fernanda Souza,6.4,8.1,5.5
Alexandre Duarte,8.4,9.2,7.9
Arthur da Conceição,6.5,5.2,6.7
Anthony Cunha,6.7,8.0,6.5
Luna Melo,7.8,5.5,6.7
Miguel da Cruz,5.8,6.4,7.1
Enzo Gabriel Gomes,7.2,8.1,6.4
Eduarda Mendes,6.8,7.7,9.4
Eduardo Martins,8.5,9.1,7.4
Stella Sales,8.7,8.1,9.8
Isabelly Costa,6.9,8.2,6.5
Marcelo Jesus,9.0,6.4,8.5
Sophie Melo,8.0,7.2,8.2
Danilo Lima,9.9,5.0,8.0
Enzo Gabriel Viana,7.2,5.4,5.6
João Vitor Cardoso,8.4,8.2,8.2
Manuela Ramos,9.9,9.9,8.8
Luigi da Luz,9.0,9.8,6.7
Maria Vitória Ribeiro,5.0,6.0,5.4
Nicole Monteiro,5.9,6.7,9.2
Vitor Hugo Nunes,6.1,7.5,8.9
Thiago Nogueira,8.1,6.3,6.7
Cecília Novaes,6.2,6.1,6.2
Vinicius Jesus,9.8,8.5,7.8
Juan Farias,8.7,9.0,6.4
Laís Moraes,5.7,6.6,9.7
Guilherme da Rosa,10.0,9.1,7.0
Erick da Rosa,6.8,8.8,9.7
Maria Luiza da Luz,6.6,8.7,7.3
Bruno Jesus,6.5,7.9,9.5
Cecília Barbosa,7.3,7.6,7.7
André Viana,7.6,5.3,6.5
Maria Sophia Pires,6.5,9.5,9.2
Maria Vitória Cardoso,8.5,8.5,5.7
Ana Ribeiro,7.2,9.5,6.1
Maria Eduarda Silva,6.8,9.6,8.5
Davi Luiz Lopes,8.1,9.7,6.3
Ana Clara Carvalho,5.6,6.0,5.2
Luna Moura,7.5,8.7,8.3
Isabelly Vieira,5.2,9.7,9.0
Helena da Rocha,5.8,7.9,5.5
Henrique da Luz,6.4,8.9,8.9
Kaique Cardoso,9.9,9.0,7.1
Carolina Pinto,5.8,5.6,5.8
Vicente Castro,6.7,6.9,8.1
Maria Alice Santos,6.6,5.6,7.2
Manuela Lima,8.7,7.0,7.9
Matheus das Neves,6.2,7.5,5.1
Noah Santos,5.4,9.3,6.3
Miguel Oliveira,7.4,8.7,8.4
Ana das Neves,7.3,5.4,7.0
Mirella da Paz,6.6,9.4,7.4
Raquel Ferreira,8.9,7.5,7.8
Natália Ramos,7.3,6.8,9.3
Juliana Castro,9.7,9.6,7.5
Guilherme Moraes,6.3,6.7,5.0
Sofia Sales,8.4,7.3,10.0
Breno Silva,5.3,9.9,7.9
Alexandre Martins,9.3,7.5,6.8
Nathan da Costa,5.4,8.6,7.6
Giovanna Moraes,7.3,8.9,7.3
Pedro Miguel da Cunha,5.5,6.4,6.7
Vitória Araújo,7.9,9.7,8.5
Benjamin das Neves,6.4,9.8,9.6
Laís Rodrigues,8.5,7.2,6.2
Maria Clara Sales,9.2,6.8,7.4
Vinicius Oliveira,5.8,9.9,6.2
Lorena Fogaça,8.8,7.3,8.7
Noah Dias,9.1,7.3,5.8
Maria Clara da Cunha,7.2,7.5,8.0
Vinicius Duarte,8.5,8.4,9.3
Brenda Costela,5.4,8.8,9.4
Heloísa Barros,5.6,8.0,5.9
Rodrigo Gonçalves,6.0,9.5,6.3
Catarina Cardoso,5.1,7.8,9.4
Milena Araújo,5.5,6.7,9.0
Benício Porto,8.5,9.4,5.6
Raquel da Cunha,9.1,9.0,5.7
Sofia Costa,5.6,10.0,8.8
Davi Luiz Souza,6.7,6.3,5.3
Pietra Jesus,6.1,9.8,9.0
André Araújo,6.7,6.7,5.6
Luana Cardoso,9.7,6.0,9.0
Erick Ferreira,6.3,8.6,8.8
Maria Clara Vieira,6.1,9.9,6.4
Joana Rodrigues,5.9,8.6,6.4
Agatha da Rosa,5.9,7.7,7.8
Isabelly Teixeira,6.4,7.5,8.4
Luiza Santos,8.1,6.3,5.1
Kamilly Araújo,6.4,6.0,6.5
Olivia Lopes,5.1,5.5,6.2
Melissa Rodrigues,6.4,7.4,7.3
Camila Moura,5.7,7.5,7.4
Alice Moura,7.1,5.3,7.7
Enzo Gabriel Monteiro,8.9,9.3,5.1
Luiz Gustavo Gonçalves,5.8,6.6,7.2
Ana Nascimento,7.4,7.2,7.8
Rafael Pereira,9.2,7.1,9.1
Isis Farias,7.1,5.5,9.3
Luiz Miguel da Mota,6.9,7.0,6.5
Francisco Melo,7.1,6.9,8.9
Vitor Dias,7.5,8.6,6.8
Matheus Fernandes,8.3,6.8,9.9
Stephany Pires,8.5,8.8,7.8
Alice Cavalcanti,6.4,6.3,6.8
Ana Julia Almeida,6.2,5.7,5.6
Maitê Viana,6.9,6.1,5.8
Yuri Ribeiro,6.4,9.2,5.7
Igor Dias,9.9,9.0,6.1
Nicolas Azevedo,7.9,6.0,8.8
Lavínia Moreira,6.6,8.0,8.9
Isis Moreira,8.3,6.7,6.4
Pietra Souza,8.9,8.4,9.8
Lara Lopes,7.1,8.1,8.0
Sofia Martins,7.2,5.6,6.5
Bryan da Mota,5.7,7.2,9.9
Marina Mendes,8.3,9.9,5.6
Lívia Gonçalves,8.3,9.6,8.5
Vicente Moreira,6.7,9.5,7.2
Benício Cardoso,9.3,7.8,9.5
Yuri Nogueira,8.7,10.0,5.4
Benício Peixoto,5.9,8.4,8.2
Helena Lopes,8.4,9.6,8.0
Beatriz Araújo,5.1,5.4,6.2
Alice Ramos,8.0,6.9,5.2
Isadora Alves,5.9,9.2,7.3
João Ribeiro,9.9,5.3,8.1
Levi Duarte,7.2,6.9,8.8
Murilo Gonçalves,7.1,5.7,7.0
Theo Gomes,7.0,8.6,9.8
Ana Vitória Lopes,9.3,5.2,6.0
Fernanda Ribeiro,6.5,5.2,10.0
Marcelo Mendes,7.9,5.4,9.0
Pedro Miguel Nunes,5.2,5.3,9.2
Cecília Correia,6.4,6.2,6.7
Lucas Gabriel Sales,9.1,8.4,6.4
Juan da Costa,6.0,7.3,6.0
Heloísa Araújo,7.4,6.6,5.4
Enzo da Cunha,5.9,7.6,8.4
Vitor Hugo Novaes,9.6,7.4,6.0
Maria Clara Almeida,9.6,6.2,7.5
Maria Eduarda da Rocha,6.9,10.0,9.1
Lorenzo Araújo,9.0,9.5,6.2
Nathan Peixoto,9.9,6.8,9.9
Nina Aragão,9.0,6.3,8.5
Bruno Costa,8.9,8.9,5.5
Júlia Nogueira,7.1,9.9,8.0
Bernardo Ferreira,8.5,8.7,6.6
Bernardo Rezende,6.4,8.6,8.2
Davi Ferreira,6.3,9.7,8.4
Bernardo da Paz,6.0,7.6,7.7
Thomas Moura,7.1,10.0,9.5
Anthony Jesus,9.8,6.4,7.0
Laís Teixeira,9.7,9.4,9.8
Rafaela Costa,5.5,6.8,8.1
Kaique das Neves,8.9,6.6,5.2
Noah das Neves,9.9,8.3,7.8
André Moraes,5.1,7.8,6.5
Ana Laura Gonçalves,8.1,7.8,8.8
Paulo Pinto,5.0,7.5,9.3
Heitor Araújo,7.4,8.0,6.0
Maria Cecília Sales,6.8,5.3,8.9
Marina Pereira,7.1,6.1,8.0
Nina Pires,6.3,5.2,9.7
Ana Júlia Fernandes,9.7,5.7,8.1
Isabella Caldeira,5.5,6.2,8.5
Leandro Peixoto,9.2,9.3,8.0
Sabrina da Cruz,8.0,8.9,7.1
Vitor Gabriel da Cunha,6.0,7.7,8.6
Lorena Viana,8.7,8.4,7.9
Thomas Costa,8.1,9.3,8.4
Eloah Fernandes,8.5,8.0,6.0
Daniela Nunes,6.5,8.7,5.6
Yasmin Freitas,8.0,7.8,8.1
Daniel Barbosa,6.8,5.0,6.7
Arthur Aragão,5.0,6.5,9.3
Alexia Barbosa,8.5,6.1,6.5
Calebe Viana,8.6,7.8,7.8
Lucas Farias,7.5,8.5,8.3
Murilo Freitas,7.8,8.5,9.9
Luiz Felipe Pires,9.0,9.0,5.8
Benjamin Nascimento,6.3,8.8,6.5
Vitor Hugo Castro,6.0,9.6,5.3
Sofia Souza,6.4,9.3,5.8
Luana Ribeiro,7.8,7.6,9.5
Luiz Felipe Mendes,5.7,8.1,9.9
Kevin Peixoto,8.9,9.1,8.7
Ana Vitória Silveira,6.2,9.9,5.2
Maria Cecília Fernandes,5.7,6.0,5.3
Joaquim da Mata,6.9,8.6,5.4
Evelyn Costela,6.2,7.9,5.7
Júlia das Neves,6.3,7.8,9.6
Fernanda Correia,7.0,5.5,9.6
Noah Pinto,9.5,9.1,6.4
Heloísa Nunes,9.1,5.9,8.9
Bryan da Costa,7.0,8.3,5.7
Vinicius Rodrigues,8.6,5.1,7.8
João Guilherme Pires,6.3,6.1,5.4
Letícia Moreira,6.7,8.1,8.5
Marcela Pereira,6.9,9.9,7.7
Gustavo Henrique Porto,8.1,7.6,5.6
Alexandre Nunes,6.4,6.3,9.5
Nicole Castro,5.2,7.2,6.2
Nicole Martins,9.9,6.6,10.0
Ana Clara da Cruz,6.2,5.7,10.0
