Nicole Rodrigues,7.9,8.3,9.9
Fernanda Oliveira,9.8,9.2,8.9
Daniel Lima,7.1,6.8,8.8
Ana Clara Moreira,9.2,5.3,6.1
Bianca Gonçalves,5.1,9.2,5.2
Isabelly Viana,9.7,6.9,6.9
Alice Cardoso,5.7,6.0,6.7
Mariane Alves,8.7,5.1,6.8
Emanuella Correia,9.3,9.1,6.5
Agatha Peixoto,5.4,7.8,7.9
Gabriela Campos,8.7,5.5,7.7
Otávio da Mota,7.6,8.8,7.6
Evelyn Martins,8.7,9.0,6.6
Laís Monteiro,7.2,8.8,8.5
Carlos Eduardo Gonçalves,5.4,9.3,7.7
Mirella da Cunha,8.1,9.4,9.1
Evelyn da Cunha,5.3,5.9,6.5
Esther Peixoto,8.8,8.9,6.3
André Mendes,6.4,5.1,6.4
João Felipe Ferreira,7.4,6.3,6.5
Marcelo Jesus,8.2,7.6,9.8
Lara Monteiro,5.3,9.5,5.5
Luiz Fernando Nogueira,6.1,9.4,6.8
Breno Araújo,5.0,7.9,8.9
Luna Azevedo,5.4,6.9,9.6
Maria Sophia Cardoso,5.3,6.1,7.4
Pedro Henrique da Conceição,6.1,7.8,8.5
Joana da Rosa,6.3,9.3,6.7
Heitor da Costa,9.2,6.5,8.2
Lorena Souza,5.3,9.1,6.3
Valentina Porto,6.2,5.4,5.9
Eduarda da Paz,6.8,6.5,7.6
Melissa Dias,8.0,5.3,6.9
Isabella da Conceição,7.5,7.4,8.8
Laura Costa,5.3,8.8,6.5
Ana Julia Nascimento,5.3,10.0,6.4
Larissa Azevedo,7.2,6.2,8.1
Luiza Dias,9.2,8.3,6.8
Luna Duarte,9.7,8.0,5.9
Ana Sophia da Mata,7.7,8.0,5.0
Maria Luiza da Mata,9.2,9.4,8.5
Alexandre Moura,9.8,6.0,6.9
Marcela da Paz,9.4,8.8,7.1
Leonardo Dias,5.7,8.1,6.2
Paulo Rodrigues,9.2,8.4,8.5
Ana Carolina Nogueira,8.4,9.3,9.0
Lucca Teixeira,6.0,5.3,5.5
Clara Melo,5.6,9.8,7.7
Pietro Almeida,9.7,5.6,6.6
Paulo da Paz,7.9,6.0,9.4
Eduardo Melo,8.2,9.6,6.5
Gabriel da Rocha,5.7,10.0,8.8
Pedro Miguel Correia,8.7,10.0,9.7
Mariane Rocha,6.7,9.5,8.1
Nathan Martins,9.6,9.5,7.5
Heitor Costa,5.8,6.8,6.2
Ana Beatriz Farias,6.4,10.0,9.3
Daniela Sales,7.0,6.0,5.0
Pietro da Rosa,6.1,6.4,7.9
Yago da Cunha,5.8,8.0,5.2
Ian Oliveira,5.3,9.3,5.9
Murilo Martins,6.2,8.2,6.5
Natália Ferreira,5.7,9.6,9.8
Fernando Monteiro,8.7,9.9,5.2
Levi Araújo,5.9,7.8,7.1
Luiz Fernando da Cunha,8.2,5.4,5.2
Noah Lopes,7.4,8.7,7.7
Sofia Fernandes,8.3,5.5,7.7
Ian Gomes,5.6,5.3,9.5
Isabelly Ramos,6.7,7.8,6.7
Pietra Campos,8.8,7.9,5.8
Eduardo Lima,7.8,9.1,9.6
Bruna Souza,5.3,8.4,8.5
Maria Eduarda Cavalcanti,5.0,8.6,7.7
Maria Vitória Novaes,8.6,6.9,5.6
Lívia Santos,9.2,9.9,6.8
Mariane Mendes,8.7,6.1,5.2
Maria Clara Cavalcanti,9.6,9.8,9.6
Ana Luiza Lima,9.3,7.0,7.3
Isaac Sales,6.5,7.3,8.8
Clara das Neves,8.8,6.5,5.5
Helena Campos,7.7,7.4,7.8
Mariane Mendes,7.3,5.4,6.0
Francisco Martins,5.5,7.2,8.3
Manuela Azevedo,8.7,9.4,7.3
Mariana Silveira,5.8,5.1,7.1
Guilherme Nogueira,7.3,6.4,9.4
Maria Eduarda Gonçalves,5.3,9.7,8.1
Giovanna da Conceição,5.9,8.2,5.7
Ana Lívia Alves,9.1,5.1,7.6
Lucca da Luz,8.8,8.2,5.7
Yasmin Martins,6.3,7.8,7.8
Francisco Sales,5.3,7.5,5.5
Bruno Sales,6.0,9.4,7.5
Valentina Carvalho,8.2,8.4,8.5
Pedro Miguel Cavalcanti,5.9,9.8,5.6
Ana Carolina Carvalho,6.3,6.8,6.4
Gabriela Almeida,8.1,9.4,6.7
Diego Oliveira,5.9,7.8,5.4
Stephany Dias,9.3,9.0,8.3
Arthur Correia,5.9,7.9,5.4
Vitor Campos,7.6,5.6,8.9
Beatriz Novaes,9.6,7.1,7.1
Luiz Henrique Martins,6.3,8.9,8.1
Bryan Ribeiro,8.7,7.8,6.1
Theo Melo,6.0,5.7,9.9
Luiz Felipe da Mota,6.2,7.3,8.7
Davi Barros,7.8,8.8,7.0
Levi Porto,8.6,8.0,7.6
Ana Carolina Lopes,6.4,8.0,5.1
Maysa Correia,6.5,7.4,5.5
Pedro Miguel Gonçalves,6.7,5.3,9.7
Elisa Duarte,5.9,8.0,6.3
Kamilly Martins,7.5,6.8,5.3
Henrique Cunha,6.4,8.4,6.3
Bernardo da Mota,7.9,7.4,7.5
Felipe Pires,9.1,6.6,5.8
Bruna Viana,8.9,6.2,7.9
Antônio Viana,7.0,6.2,6.3
Luiz Otávio Nascimento,7.2,9.1,6.2
Heitor Alves,9.2,7.6,7.3
Caio Aragão,8.6,6.5,5.8
Maria Cecília Duarte,6.1,9.1,7.9
Luiz Felipe Fogaça,8.4,8.0,9.5
Lucca Peixoto,5.6,6.7,5.2
Guilherme da Conceição,9.8,6.8,5.5
Maysa Nascimento,8.2,7.3,5.3
Guilherme Ramos,9.5,7.2,6.4
Emanuella Aragão,7.6,8.1,8.1
Luana da Rocha,5.4,9.3,5.5
Lorena da Luz,5.9,5.3,8.6
Laís Martins,9.0,8.7,7.5
Bernardo da Cunha,8.9,9.2,7.3
Maria Fernanda Duarte,8.2,9.6,7.2
Caroline Silveira,9.8,9.5,6.7
Davi Lucca Peixoto,9.5,9.1,8.7
Nina Campos,9.5,9.2,5.2
Valentina Lopes,9.9,7.9,7.5
Murilo Aragão,7.0,9.4,5.0
André Caldeira,7.0,9.2,9.4
Lorena da Cunha,9.7,9.5,6.2
Cecília Jesus,5.2,6.2,9.6
Yuri Teixeira,9.6,9.8,8.0
Sabrina Rodrigues,7.3,6.4,7.8
Julia Costela,9.6,9.1,6.1
Sarah Gonçalves,8.5,6.1,8.5
Rafaela Costa,8.1,9.7,5.1
Fernando Oliveira,7.2,5.2,9.8
Fernando Pinto,9.1,7.4,8.8
João Vitor Cunha,7.7,5.5,5.5
Isabel Sales,7.8,7.8,8.6
Eduardo da Costa,6.6,9.1,6.7
Caio da Rocha,6.5,9.3,8.5
Laura Rocha,9.4,6.2,7.3
Gabriela da Mata,8.1,6.9,9.3
Lavínia Almeida,8.3,5.5,8.2
Cauã Ribeiro,7.5,6.3,8.2
Isadora Pinto,7.5,8.9,6.0
Luna Sales,8.6,7.5,5.6
Rebeca Rocha,9.4,5.2,8.0
Melissa Monteiro,6.8,8.3,9.2
Mirella Sales,9.1,8.2,9.8
Elisa Sales,5.7,6.4,9.1
Renan Nunes,9.1,6.7,7.4
Thales Oliveira,7.6,6.6,7.9
Benjamin da Luz,5.5,5.2,5.4
Gabriel Ramos,5.5,6.3,9.6
João Guilherme Cardoso,6.5,6.5,8.1
Gustavo Henrique da Paz,8.4,9.3,5.4
Juan Correia,8.5,7.7,5.3
Cauê Novaes,10.0,5.3,9.3
Alana Viana,6.8,9.5,7.0
Ana Sophia da Cunha,5.6,6.5,9.9
Danilo da Costa,6.5,8.8,9.7
Esther Silva,8.7,6.3,9.7
Noah Porto,5.7,8.2,7.4
Ana Júlia Ramos,8.8,8.3,7.1
Benício Araújo,6.8,9.2,6.2
Vitor Gabriel da Rosa,5.9,7.7,8.1
Kamilly Monteiro,8.4,9.0,7.7
Agatha Rezende,6.4,6.9,7.9
Maria Alice Santos,6.7,9.1,6.4
Bryan Farias,8.4,9.4,6.6
Alexia Nogueira,9.5,9.0,9.4
Maria Sophia da Conceição,6.6,6.0,8.4
Kamilly Ramos,7.6,8.4,6.7
Isabella Lopes,8.1,5.1,9.2
Luigi da Rosa,10.0,9.3,8.8
Lavínia Ferreira,7.7,7.4,8.5
Benjamin Cavalcanti,8.3,7.2,7.4
Ana Beatriz Aragão,7.6,8.7,5.6
Elisa Costela,7.1,5.3,8.4
Yasmin Azevedo,9.5,9.3,7.0
Calebe Rodrigues,5.3,10.0,5.6
Marina Caldeira,8.7,9.4,6.7
Davi Lucca Oliveira,7.5,8.6,10.0
Vinicius Jesus,9.0,6.2,7.4
Luiz Miguel Teixeira,8.8,7.9,7.4
Thales Silveira,5.3,9.6,5.2
Mariane Rocha,6.9,7.8,8.7
Marcos Vinicius Viana,7.7,8.5,7.6
Júlia Melo,5.9,6.5,5.5
Diego Oliveira,8.7,7.9,9.3
Stella da Rosa,6.7,5.4,5.9
Giovanna Cardoso,10.0,6.3,9.6
Luigi Nascimento,10.0,7.3,9.2
Luiz Henrique Pereira,5.6,6.1,5.6
Luana Barros,7.2,8.6,8.3
Eduarda da Mota,5.6,9.4,10.0
Yuri Aragão,9.7,9.0,5.5
Carlos Eduardo Rodrigues,7.4,6.7,6.4
Sabrina Freitas,7.8,9.9,9.3
Bárbara Almeida,9.2,6.0,7.4
Pietra Cavalcanti,5.7,7.1,9.6
Bernardo da Cunha,6.9,7.7,8.2
Fernando Correia,7.2,7.0,8.0
Elisa Oliveira,6.1,8.4,8.1
Emanuella Barbosa,8.9,9.3,7.0
Francisco Almeida,7.0,6.0,5.5
João Miguel Castro,6.5,5.0,6.8
Igor Lima,8.8,5.9,6.6
Isadora Ferreira,8.6,8.6,5.7
Maria Vitória Dias,5.6,8.3,7.3
Paulo Moura,8.9,9.4,5.8
Gustavo Duarte,8.9,8.4,7.2
Juliana Peixoto,9.2,7.2,9.0
Vitor Hugo Nogueira,9.4,10.0,8.6
Otávio da Cunha,5.5,7.4,7.1
Sophie Ferreira,5.3,8.6,6.7
Lavínia da Conceição,9.9,9.3,8.1
Thales Correia,6.1,9.9,5.8
Laura Silva,7.6,8.4,5.8
Evelyn da Rosa,6.1,6.5,9.8
Giovanna Pires,6.2,8.1,6.9
Alexia Freitas,8.8,5.8,8.6
Ana Carolina Freitas,8.7,8.8,6.8
Julia Cunha,9.9,10.0,8.4
Nathan Pinto,8.3,5.2,8.4
Ana Beatriz Silveira,8.8,8.1,9.4
Alexandre Cunha,7.3,6.6,5.6
Enrico Dias,7.4,9.4,8.3
Benício Fogaça,5.1,8.2,7.0
Lucas Gabriel Pires,6.2,5.8,5.4
Ana Sophia Martins,7.3,8.8,7.1
Alana Souza,5.9,8.7,9.2
Giovanna Castro,5.8,6.6,5.1
Igor da Luz,6.4,6.2,5.1
Milena Alves,8.9,5.9,5.2
Cauê Araújo,8.1,5.2,7.7
Theo Carvalho,7.5,8.3,6.5
Diogo Novaes,7.5,8.2,8.6
Ana Lívia Souza,9.8,5.9,9.3
Giovanna Moreira,7.9,7.7,8.9
Ana Carolina Sales,9.6,7.9,5.5
Maria Fernanda Costela,9.9,6.9,8.2
Joana Costela,6.1,6.5,8.8
Joaquim Moura,9.6,5.3,9.3
Lorenzo Azevedo,6.4,7.3,9.6
Natália Lima,6.8,9.8,5.6
Natália da Mata,6.1,8.0,6.5
Leonardo Oliveira,9.4,9.5,8.4
Thomas da Cunha,9.2,9.5,5.6
Eduardo Nascimento,9.4,5.1,8.5
Luiz Otávio Silveira,10.0,8.7,9.7
Pedro Lucas Mendes,5.7,7.7,6.5
Sabrina Azevedo,7.0,7.8,8.9
Amanda da Conceição,9.3,7.2,8.3
Yago Pinto,9.7,7.6,7.8
Rafaela Azevedo,8.2,7.1,10.0
Isabelly Azevedo,5.8,6.9,9.4
Carlos Eduardo Azevedo,9.9,5.5,8.2
Bernardo Alves,7.3,9.2,9.6
Sophia Cardoso,5.6,7.8,7.5
Lara Caldeira,7.2,7.5,6.6
Nicolas Sales,7.7,8.8,5.1
Bernardo das Neves,9.7,6.4,6.3
Calebe Nogueira,7.8,6.4,9.5
Luna Oliveira,9.0,9.6,9.5
Fernando Castro,7.7,7.7,10.0
Ana Vitória Freitas,5.1,8.4,5.5
Carolina Caldeira,8.8,9.9,5.8
Nicolas Mendes,8.6,5.6,6.9
Leonardo Caldeira,9.0,7.3,6.9
Stephany Cavalcanti,7.9,5.1,8.7
Gabriela Rodrigues,5.2,5.2,5.6
Vitória Rezende,9.3,9.5,7.8
Yasmin Barbosa,5.6,8.5,5.4
Ana Vitória Ramos,9.3,6.3,5.1
Stephany Melo,9.5,7.3,6.0
Kaique Farias,8.1,8.1,6.7
Rebeca Nunes,8.3,9.9,9.8
Marcelo Lima,6.3,9.1,8.6
Kamilly Castro,7.3,5.1,5.4
Milena Nunes,6.2,9.8,7.0
Breno Dias,8.6,5.2,9.6
Alícia Barros,6.1,8.1,5.2
Nathan Sales,9.0,9.8,7.4
Eloah Aragão,9.7,6.8,5.2
Ian Caldeira,5.3,9.9,6.8
Julia Gomes,7.0,9.7,9.0
Isabella Lopes,9.0,6.1,5.1
Yago Monteiro,5.6,9.8,7.5
Pedro Castro,6.4,9.4,8.2
Gustavo Cardoso,6.5,5.3,6.3
Giovanna Ramos,8.1,9.6,5.5
Diego da Costa,9.7,9.6,9.0
Gustavo da Luz,8.9,9.6,5.1
Nathan da Cruz,6.6,9.2,9.7
Luiz Gustavo Moura,5.8,8.4,8.3
Isadora Nogueira,5.7,9.1,9.7
Elisa Teixeira,7.6,5.5,5.3
Emanuel Souza,9.3,6.2,9.1
Marcos Vinicius Moraes,7.2,7.2,8.1
Ian Rocha,7.1,6.5,8.6
Helena Dias,9.0,8.9,8.7
Laura Porto,6.5,5.1,8.0
Ryan Mendes,9.1,7.6,8.5
Gustavo Henrique Lima,6.1,5.1,7.4
Vitor Hugo da Mata,6.3,6.9,6.3
Heitor Dias,5.4,9.3,9.3
Alícia da Cruz,6.7,6.1,8.6
Ana Carolina Duarte,6.6,9.2,6.4
Maria Vitória Silveira,6.9,7.9,9.3
Maysa Castro,8.1,5.2,5.6
Antônio Nogueira,6.8,10.0,7.0
Vitória Fernandes,8.7,8.9,7.1
Maria Sophia Peixoto,6.5,9.7,9.6
Maria Farias,8.2,6.1,7.3
Vicente Moura,8.2,9.5,5.2
Luiz Otávio Sales,7.8,6.4,7.5
Kaique Almeida,8.9,8.5,5.2
Sofia Pereira,8.4,5.4,6.3
João Gabriel Araújo,8.3,5.5,8.6
Yago Costela,6.1,7.0,9.3
Marcos Vinicius Farias,9.8,7.0,5.1
Clara Almeida,7.1,7.7,6.2
Fernando Jesus,5.3,9.4,7.9
Maria Luiza Castro,7.7,5.7,5.3
Rodrigo Moraes,7.9,7.4,5.7
Arthur Porto,8.9,7.4,7.8
Lorena Silva,7.4,8.8,6.4
Julia Melo,5.4,8.7,8.8
João Vitor Silva,7.9,5.8,8.6
Pietra Oliveira,6.8,5.9,9.2
Maria Azevedo,9.9,6.3,9.6
Pedro Lucas Ribeiro,5.3,7.0,8.3
Enzo Gabriel Costela,9.7,5.3,7.1
Igor Alves,5.4,9.0,7.1
Anthony Pinto,5.7,9.9,5.1
Ana Júlia Vieira,8.9,9.9,9.1
Isaac Alves,6.1,8.8,6.7
Marcelo Correia,8.7,5.8,8.9
Maria Luiza Barros,6.9,9.8,8.5
João Vitor Pereira,8.4,8.5,5.2
Ana Júlia Campos,7.8,9.5,8.5
Amanda Santos,8.2,9.4,6.8
Felipe Rezende,5.9,9.5,8.3
Breno Peixoto,7.9,7.0,7.0
Melissa Pinto,7.6,8.2,7.0
Maria Alice Cavalcanti,9.6,5.4,9.2
Eduarda Moura,9.9,7.4,9.6
Diogo Nogueira,5.0,5.2,9.2
Otávio Barros,9.8,7.2,5.2
Ana Clara da Rocha,9.2,8.4,6.0
Samuel da Paz,7.6,5.3,6.3
Elisa Azevedo,9.5,6.4,5.2
Maria Clara Araújo,6.2,8.1,8.9
Camila Porto,5.1,8.0,8.8
Pedro Miguel da Mota,9.5,9.7,7.5
Rebeca da Rosa,9.1,9.2,9.2
Pietra Barros,9.5,6.7,9.8
Maria Vitória Campos,5.3,7.2,6.9
João Gabriel Alves,6.5,5.3,9.4
Manuela Jesus,5.2,9.7,9.2
Letícia Rezende,8.6,5.9,8.3
Bianca da Mota,5.7,6.4,9.4
Danilo Barros,6.0,8.3,9.4
Vinicius da Rocha,5.4,9.5,7.3
Helena Carvalho,8.9,8.8,6.6
Gabrielly Azevedo,6.0,8.4,5.9
Catarina Barbosa,6.5,5.1,8.2
Calebe Silveira,8.9,7.7,5.7
Maria Nascimento,7.3,6.0,6.1
Clarice Peixoto,9.8,5.3,9.6
Mirella Rocha,6.9,7.5,5.7
Vitor Hugo Mendes,9.7,5.2,7.9
Stephany da Rocha,7.8,7.9,6.0
Ana Lívia Costa,5.2,7.4,9.0
Maria Alice Moura,5.6,6.1,9.1
Davi Lucca Almeida,5.3,7.3,8.7
Ana Clara Nascimento,6.4,5.5,9.3
Fernanda Azevedo,7.2,9.5,6.3
Rodrigo Caldeira,7.9,5.1,9.1
Noah Campos,5.4,7.5,5.3
Juliana Cardoso,9.2,9.2,6.6
Catarina Cavalcanti,9.8,9.3,7.4
Felipe Alves,9.8,5.1,7.8
Francisco da Paz,7.6,6.7,6.1
Theo Nunes,6.9,7.8,8.5
Carlos Eduardo Correia,7.8,9.5,6.6
João Dias,6.7,7.9,8.4
Renan Fogaça,9.0,9.5,6.9
Mariane Dias,8.3,5.0,7.5
Ana Laura Martins,9.2,7.8,5.4
Caroline Fernandes,8.2,6.2,6.3
Alexia Duarte,8.1,7.4,9.1
Luana Silva,8.2,7.5,6.4
Stephany da Luz,6.7,9.5,9.3
Brenda Viana,9.4,8.6,5.8
Cauê Vieira,8.0,8.1,7.1
Ana Vitória Ramos,7.2,5.2,8.5
Rafaela da Mota,9.6,9.0,7.0
Marina Melo,9.0,5.2,9.3
Nicole da Mota,5.9,7.5,7.9
Larissa Cavalcanti,9.3,9.2,9.1
Bárbara Alves,5.7,5.4,7.7
Levi Oliveira,8.3,9.0,8.8
Fernanda Pinto,9.8,8.4,7.2
Maria Eduarda da Paz,6.2,5.7,7.4
Carolina Alves,9.8,6.6,6.2
Joana Cunha,8.1,5.5,5.8
Theo Nascimento,8.9,7.2,8.5
Ana Clara Dias,8.2,5.5,6.8
Isabelly das Neves,9.9,9.6,9.4
Esther Nogueira,6.6,8.1,5.8
Giovanna Moraes,6.9,9.2,8.2
Ian da Rocha,6.8,7.8,8.5
Luiza Moreira,6.9,8.0,6.5
Alana Cunha,6.9,6.3,5.3
Maria Luiza Souza,7.4,5.4,9.5
Samuel da Rosa,5.1,7.4,8.2
Cauê Rodrigues,5.2,6.5,8.7
Marcos Vinicius Souza,8.9,6.5,8.9
Marcela Ribeiro,6.4,8.4,5.2
Isaac da Costa,5.9,7.5,9.0
Clarice Santos,8.5,8.0,5.8
Danilo Moura,7.1,7.5,9.6
Vitória Aragão,5.0,6.9,9.7
Juliana Correia,9.2,5.1,8.0
Beatriz Rodrigues,5.3,5.5,9.0
Mirella Correia,7.0,5.5,9.6
Ana Vitória Viana,8.6,7.7,5.8
Leonardo Moura,7.3,5.5,6.6
Murilo Souza,6.4,6.0,7.7
Sophia Cardoso,8.0,6.1,7.5
Yuri da Mota,9.1,8.3,5.3
Heitor Gonçalves,8.5,6.8,7.1
Luiz Miguel Silva,6.1,8.4,5.2
Vitória da Mata,7.8,5.6,9.2
Renan Campos,7.5,7.3,8.6
Leonardo Cunha,6.8,6.6,7.8
Bruno Azevedo,8.9,7.4,6.2
Eduarda Vieira,6.8,9.6,7.8
Lorena das Neves,8.2,9.6,9.8
Calebe Lima,8.2,5.6,9.2
Ian das Neves,7.4,6.4,10.0
Marcelo da Conceição,6.6,9.9,7.2
João Almeida,5.7,7.4,7.0
Augusto Sales,6.4,6.9,7.3
Ryan Cunha,8.1,8.5,8.0
Marcelo Costa,6.9,6.5,8.3
Clara da Luz,8.5,8.2,6.1
João Lucas Carvalho,5.4,9.3,7.2
Luiz Fernando Campos,7.0,8.5,8.0
Gabriel Fernandes,6.9,8.3,9.2
Ana Beatriz Ferreira,8.1,6.6,7.9
Daniela Gonçalves,8.4,7.0,7.9
Sarah Campos,5.4,6.7,5.6
Camila Nascimento,6.8,8.9,7.7
Gabrielly Cunha,7.7,7.6,8.1
Esther Sales,5.3,8.6,8.3
Isadora Pires,9.5,10.0,6.3
Igor Aragão,7.4,7.5,5.7
Francisco Cardoso,9.9,8.6,5.5
Bianca Lopes,6.6,7.7,6.6
Danilo da Luz,6.3,6.4,9.5
Luiz Felipe da Rosa,6.4,8.7,9.9
Evelyn Nogueira,6.9,9.0,5.5
Vitória Moraes,6.9,8.0,7.1
Letícia Fernandes,5.2,8.2,8.3
Leonardo Peixoto,5.0,5.6,5.2
Yasmin Pereira,9.4,8.8,7.4
Yago da Mota,6.8,8.1,9.2
Thales da Luz,8.7,7.2,6.6
Diogo Ferreira,9.9,6.1,9.6
Mirella Nunes,7.6,6.0,5.3
Yasmin Pinto,9.2,7.8,7.5
Vitor da Luz,9.6,5.3,8.0
João Guilherme Fernandes,9.3,5.3,9.8
Emanuelly Azevedo,9.6,7.4,6.1
Lara Jesus,9.7,6.2,8.2
Diego Alves,5.0,7.7,9.5
Mirella Melo,7.4,5.2,5.9
Maria Sophia da Mata,8.3,5.8,8.8
Vitória da Rosa,9.8,9.0,6.4
Yago da Mata,8.6,7.1,8.0
Ana Sophia Pinto,8.3,9.2,5.3
Ana Almeida,9.4,9.8,9.3
Bárbara Moreira,6.2,7.4,6.9
Paulo Gonçalves,9.4,8.4,6.6
Sabrina Castro,9.6,9.8,9.5
Miguel Santos,8.9,5.4,9.6
Pedro Henrique Souza,7.2,7.6,7.8
Marcos Vinicius Cavalcanti,7.8,5.7,6.2
Maria Alice Ribeiro,5.7,5.4,9.6
Maria Eduarda Cardoso,9.6,5.2,9.2
Julia Nunes,8.4,9.5,5.7
Sarah Sales,5.6,5.2,6.3
Ana Vitória Barros,9.0,8.7,7.4
Otávio Barros,10.0,9.2,6.3
Yasmin Pereira,7.9,8.3,9.7
Fernanda Carvalho,5.9,9.0,9.0
Ana Vitória Moreira,9.7,7.0,8.6
Eduardo Castro,7.1,8.3,9.3
Erick Caldeira,5.2,7.3,5.9
Ana Sophia Farias,8.0,6.2,9.1
Lucas Costela,6.3,8.2,5.4
Lara Barbosa,6.5,9.4,7.5
Lucas da Conceição,5.3,9.2,7.7
Daniela Vieira,8.6,6.0,6.2
